w_idx	w_word	x_word	x_index	status	final_pairing_value	used_three_strand_relation	pairing_value_warning	active_term_count	discharged_term_count	elapsed_sec	error
98	1111223224343434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		16	9	263.472	
105	1111223232434434	1213211432243344	18961	fallback_evaluated_by_x_component_coloring	0	no		10	11	152.925	
88	1111223223344434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		18	13	426.033	
104	1111223232434344	1112221334342434	1233	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	40	219.194	
86	1111223223343444	1112221333424434	1220	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	27	40	1177.406	
107	1111223232443434	1213211432243344	18961	fallback_evaluated_by_x_component_coloring	0	no		10	13	209.248	
106	1111223232443344	1112221334342434	1233	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	40	223.338	
116	1111223233442434	1213211432234344	18959	fallback_evaluated_by_x_component_coloring	0	no		4	6	13.294	
117	1111223233444234	1213121224333444	17842	fallback_proved_zero	0	no		0	4	4.453	
95	1111223224334344	1112221333442434	1222	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	23	46	919.815	
119	1111223234234344	1112221333442434	1222	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	19	33.614	
120	1111223234234434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		4	9	20.978	
122	1111223234243434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		4	10	27.169	
121	1111223234243344	1112221333442434	1222	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	19	33.958	
112	1111223233423444	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		12	11	171.002	
114	1111223233424434	1213211432243344	18961	fallback_evaluated_by_x_component_coloring	0	no		10	11	155.637	
125	1111223234324434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		6	10	47.517	
118	1111223234233444	1112221333424434	1220	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	9	34	147.573	
96	1111223224334434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		18	15	546.648	
128	1111223234344234	1213211432323444	18963	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.502	
127	1111223234342434	1213211432423344	18969	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	5	16	15.143	
123	1111223234323444	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		9	11	98.896	
126	1111223234342344	1112221333424434	1220	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	20	39.604	
132	1111223234432434	1213211432234344	18959	fallback_evaluated_by_x_component_coloring	0	no		2	8	10.150	
133	1111223234434234	1213211432233444	18958	fallback_evaluated_by_x_component_coloring	0	no		2	8	10.692	
130	1111223234423434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		4	11	38.509	
115	1111223233442344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		12	13	210.646	
111	1111223233244434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		16	12	321.072	
136	1111223242334434	1213121224333444	17842	fallback_evaluated_by_x_component_coloring	0	no		6	7	35.671	
137	1111223242343344	1213121224333444	17842	fallback_evaluated_by_x_component_coloring	0	no		6	7	35.424	
139	1111223243233444	1123231212443344	11062	fallback_evaluated_by_x_component_coloring	0	no		5	6	20.985	
140	1111223243234344	1213122412333444	18161	fallback_evaluated_by_x_component_coloring	0	no		4	6	17.230	
141	1111223243234434	1123231212443344	11062	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.811	
143	1111223243243434	1123231212443344	11062	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.624	
144	1111223243323444	1123231212443344	11062	fallback_evaluated_by_x_component_coloring	0	no		3	6	10.088	
138	1111223242343434	1122131324423344	7055	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	23	53.025	
124	1111223234324344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		12	13	209.922	
147	1111223243342344	1213211323424434	18896	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.257	
149	1111223243344234	1213122412333444	18161	fallback_proved_zero	0	no		0	4	1.425	
142	1111223243243344	1213122412333444	18161	fallback_evaluated_by_x_component_coloring	0	no		8	6	64.055	
131	1111223234432344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		12	12	168.839	
103	1111223232433444	1112221333244434		fallback_evaluated_by_x_component_coloring	0	no		30	14	1008.441447	
148	1111223243342434	1122133412423344	7496	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	8	20	59.734	
154	1111223243434234	1213121224333444	17842	fallback_proved_zero	0	no		0	4	4.480	
152	1111223243432344	1122132313244434	7205	fallback_evaluated_by_x_component_coloring	0	no		4	8	31.228	
129	1111223234423344	1112221333442434	1222	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	31	201.936	
151	1111223243423434	1122131324243344	7047	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	33	57.614	
153	1111223243432434	1122131324423344	7055	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	25	45.472	
135	1111223242334344	1112221334342434	1233	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	40	219.065	
109	1111223233243444	1112221333424434		fallback_evaluated_by_x_component_coloring	0	no		34	45	973.885791	
110	1111223233244344	1112221333424434		fallback_evaluated_by_x_component_coloring	0	no		36	45	1075.127777	
158	1111223322344434	1213121224333444	17842	fallback_evaluated_by_x_component_coloring	0	no		10	7	95.319	
145	1111223243324344	1122132313244434	7205	fallback_evaluated_by_x_component_coloring	0	no		12	11	208.161	
150	1111223243423344	1112221334342434	1233	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	40	196.973	
172	1111223323442434	1213211432234344	18959	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.154	
170	1111223323424434	1213211432243344	18961	fallback_evaluated_by_x_component_coloring	0	no		6	8	37.510	
168	1111223323423444	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		6	12	73.855	
173	1111223323444234	1213211432233444	18958	fallback_evaluated_by_x_component_coloring	0	no		2	7	8.784	
156	1111223322343444	1112221334324434	1231	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	15	27	155.710	
113	1111223233424344	1112221333244434		fallback_evaluated_by_x_component_coloring	0	no		24	16	582.871127	
157	1111223322344344	1112221334324434	1231	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	18	25	189.398	
171	1111223323442344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		9	11	99.264	
176	1111223324234434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		10	9	99.395	
169	1111223323424344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		12	11	168.502	
175	1111223324234344	1112221333442434	1222	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	30	136.494	
134	1111223242333444	1112221334324434	1231	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	23	46	878.551	
184	1111223324344234	1213211432323444	18963	fallback_evaluated_by_x_component_coloring	0	no		4	5	6.778	
177	1111223324243344	1112221333442434	1222	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	30	147.252	
183	1111223324342434	1213211432423344	18969	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	10	26	80.550	
182	1111223324342344	1112221333424434	1220	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	9	34	143.627	
188	1111223324432434	1213211432234344	18959	fallback_evaluated_by_x_component_coloring	0	no		5	6	29.435	
189	1111223324434234	1213211432233444	18958	fallback_evaluated_by_x_component_coloring	0	no		5	7	21.485	
178	1111223324243434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		16	9	272.822	
167	1111223323244434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		18	13	437.199	
179	1111223324323444	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		15	14	306.362	
165	1111223323243444	1112221333424434	1220	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	27	40	988.455	
194	1111223342243434	1123231212443344	11062	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.689	
192	1111223342234434	1213121224333444	17842	fallback_evaluated_by_x_component_coloring	-1	no		6	7	37.598	
195	1111223342323444	1122132313244434	7205	fallback_evaluated_by_x_component_coloring	0	no		4	6	11.442	
191	1111223342234344	1213121224333444	17842	fallback_evaluated_by_x_component_coloring	0	no		6	9	79.533	
198	1111223342342344	1112221334324434	1231	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	19	31.859	
197	1111223342324434	1213121224333444	17842	fallback_evaluated_by_x_component_coloring	0	no		6	7	35.394	
200	1111223342344234	1213121224333444	17842	fallback_proved_zero	0	no		0	4	3.723	
190	1111223342233444	1112221334324434	1231	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	30	141.086	
199	1111223342342434	1122131324423344	7055	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	23	51.476	
166	1111223323244344	1112221333424434		fallback_evaluated_by_x_component_coloring	0	no		34	45	960.535549	
174	1111223324233444	1112221333424434	1220	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	27	40	988.719	
205	1111223342434234	1213121224333444	17842	fallback_proved_zero	0	no		0	4	4.496	
202	1111223342423434	1122131324243344	7047	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	33	57.929	
203	1111223342432344	1122132313244434	7205	fallback_evaluated_by_x_component_coloring	0	no		4	8	31.436	
207	1111223344223434	1123231212443344	11062	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.525	
208	1111223344232344	1213211423324434	18949	fallback_evaluated_by_x_component_coloring	0	no		2	8	15.987	
210	1111223344234234	1213121224333444	17842	fallback_proved_zero	0	no		0	4	4.647	
204	1111223342432434	1122131324423344	7055	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	25	45.780	
186	1111223324423434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		16	13	403.182	
213	1111223422334434	1213122124333444	18010	fallback_evaluated_by_x_component_coloring	0	no		4	6	13.047	
196	1111223342324344	1112221334342434	1233	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	40	198.736	
185	1111223324423344	1112221333442434	1222	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	23	46	829.059	
206	1111223344223344	1112221334342434	1233	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	8	34	106.628	
187	1111223324432344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		18	13	382.829	
217	1111223423234344	1213122142333444	18050	fallback_evaluated_by_x_component_coloring	0	no		4	6	13.589	
214	1111223422343344	1122133214432434	7428	fallback_evaluated_by_x_component_coloring	0	no		6	9	42.739	
201	1111223342423344	1112221334342434	1233	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	12	40	198.132	
218	1111223423234434	1122133122443344	7346	fallback_evaluated_by_x_component_coloring	0	no		4	9	23.294	
215	1111223422343434	1122133124423344	7369	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	23	57.207	
209	1111223344232434	1122131324423344	7055	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	9	36	378.456	
181	1111223324324434	1122131322443344	7032	fallback_evaluated_by_x_component_coloring	0	no		18	15	544.627	
224	1111223423342344	1213122143324434	18062	fallback_evaluated_by_x_component_coloring	0	no		4	9	23.820	
212	1111223422334344	1122133214432434	7428	fallback_evaluated_by_x_component_coloring	0	no		12	8	138.391	
227	1111223423423344	1234121132233444	23794	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.215	
226	1111223423344234	1213122142333444	18050	fallback_proved_zero	0	no		0	4	2.135	
228	1111223423423434	1122133142243344	7377	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	14	10.152	
180	1111223324324344	1112221333244434		fallback_evaluated_by_x_component_coloring	0	no		30	14	810.771029	
229	1111223423432344	1122132133244434	7149	fallback_evaluated_by_x_component_coloring	0	no		4	7	16.844	
231	1111223423434234	1213122143233444	18055	fallback_proved_zero	0	no		0	4	2.084	
230	1111223423432434	1122133144223344	7390	fallback_evaluated_by_x_component_coloring	0	no		4	6	12.346	
193	1111223342243344	1213121224333444	17842	fallback_evaluated_by_x_component_coloring	0	no		15	11	336.999	
225	1111223423342434	1122133142423344	7385	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	8	20	51.234	
222	1111223423324344	1122132133244434	7149	fallback_evaluated_by_x_component_coloring	0	no		8	8	77.496	
239	1111223432324434	1213122124333444	18010	fallback_evaluated_by_x_component_coloring	0	no		4	6	12.893	
237	1111223432323444	1112232133244434	1671	fallback_evaluated_by_x_component_coloring	0	no		5	9	26.389	
242	1111223432344234	1213122124333444	18010	fallback_proved_zero	0	no		0	4	2.304	
241	1111223432342434	1122133214423344	7425	fallback_evaluated_by_x_component_coloring	0	no		2	8	11.987	
240	1111223432342344	1213122143324434	18062	fallback_evaluated_by_x_component_coloring	0	no		4	9	21.797	
220	1111223423243434	1122133122443344	7346	fallback_evaluated_by_x_component_coloring	0	no		8	10	109.121	
219	1111223423243344	1213122143324434	18062	fallback_evaluated_by_x_component_coloring	0	no		10	9	116.935	
233	1111223432234344	1122133214432434	7428	fallback_evaluated_by_x_component_coloring	0	no		8	7	45.110	
247	1111223432434234	1213122124333444	18010	fallback_proved_zero	0	no		0	4	2.579	
223	1111223423324434	1122133122443344	7346	fallback_evaluated_by_x_component_coloring	0	no		8	10	108.056	
234	1111223432234434	1122133122443344	7346	fallback_evaluated_by_x_component_coloring	0	no		6	10	61.408	
250	1111223434232344	1213241132324434	19907	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.756	
252	1111223434234234	1213122142333444	18050	fallback_proved_zero	0	no		0	4	2.112	
246	1111223432432434	1122133214423344	7425	fallback_evaluated_by_x_component_coloring	0	no		5	9	37.787	
245	1111223432432344	1112232133244434	1671	fallback_evaluated_by_x_component_coloring	0	no		5	10	42.936	
244	1111223432423434	1122133124243344	7361	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	32	53.250	
251	1111223434232434	1122133142423344	7385	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	26	37.561	
221	1111223423323444	1122133122443344	7346	fallback_evaluated_by_x_component_coloring	0	no		12	9	171.062	
269	1111232232344344	1112221334324434	1231	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	14	19.466	
249	1111223434223434	1122133122443344	7346	fallback_evaluated_by_x_component_coloring	0	no		8	9	82.138	
259	1111232223434434	1213211432243344	18961	fallback_evaluated_by_x_component_coloring	0	no		6	9	46.269	
261	1111232223443434	1213211432243344	18961	fallback_evaluated_by_x_component_coloring	0	no		6	9	46.066	
243	1111223432423344	1122133214432434	7428	fallback_evaluated_by_x_component_coloring	0	no		10	9	113.438	
238	1111223432324344	1112232133244434	1671	fallback_evaluated_by_x_component_coloring	0	no		12	9	146.319	
268	1111232232343444	1122113324423344	6587	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	6	24	56.680	
248	1111223434223344	1112232133442434	1676	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	8	27	175.047	
258	1111232223434344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		8	11	85.262	
257	1111232223433444	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		10	10	98.865	
280	1111232233423444	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		5	11	41.140	
273	1111232232434434	1122113324243344	6579	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	10	28	80.444	
275	1111232232443434	1122113324243344	6579	fallback_evaluated_by_x_component_coloring	1	yes	WARNING: 3-strand relation used	8	30	76.752	
285	1111232233444234	1213112224333444	17632	fallback_proved_zero	0	no		0	4	5.595	
283	1111232233442344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		5	12	54.096	
287	1111232234234344	1122113322443434	6565	fallback_evaluated_by_x_component_coloring	0	no		4	9	22.484	
282	1111232233424434	1122113324243344	6579	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	10	28	82.908	
288	1111232234234434	1122113322443344	6564	fallback_evaluated_by_x_component_coloring	0	no		4	10	24.730	
284	1111232233442434	1122113324423344	6587	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	26	52.739	
216	1111223423233444	1122133122443344	7346	fallback_evaluated_by_x_component_coloring	0	no		16	11	366.050	
291	1111232234323444	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		3	11	29.360	
290	1111232234243434	1122113322443344	6564	fallback_evaluated_by_x_component_coloring	1	no		4	11	32.196	
295	1111232234342434	1231114222334344	20762	fallback_evaluated_by_x_component_coloring	0	no		2	7	10.078	
296	1111232234344234	1231114222333444	20761	fallback_evaluated_by_x_component_coloring	0	no		2	8	11.402	
294	1111232234342344	1122113322434434	6563	fallback_evaluated_by_x_component_coloring	0	no		4	9	24.814	
272	1111232232434344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		12	11	193.172	
286	1111232234233444	1122113322443344	6564	fallback_evaluated_by_x_component_coloring	0	no		10	10	107.182	
293	1111232234324434	1122113322443344	6564	fallback_evaluated_by_x_component_coloring	0	no		6	11	53.753	
301	1111232234434234	1231114222333444	20761	fallback_evaluated_by_x_component_coloring	1	no		2	8	12.267	
292	1111232234324344	1112221333244434	1217	fallback_evaluated_by_x_component_coloring	0	no		6	13	89.153	
289	1111232234243344	1122113322443434	6565	fallback_evaluated_by_x_component_coloring	1	no		10	9	104.216	
298	1111232234423434	1122113322443344	6564	fallback_evaluated_by_x_component_coloring	0	no		4	12	40.856	
